model_id,canonical_field,source_field,raw_value,transform,status,reason
Qwen/Qwen3-30B-A3B-Thinking-2507,weight_precision,benchmark.weight_precision,"""bfloat16""",identity,available,
Qwen/Qwen3-30B-A3B-Thinking-2507,precision_bits,benchmark.weight_precision,"""bfloat16""",precision label to bits,available,
Qwen/Qwen3-30B-A3B-Thinking-2507,param_count_total,benchmark.total_params_billions,30.0,billions * 1e9,available,
Qwen/Qwen3-30B-A3B-Thinking-2507,param_count_active,benchmark.activated_params_billions,3.0,billions * 1e9,available,
Qwen/Qwen3-30B-A3B-Thinking-2507,model_type,config.model_type,"""qwen3_moe""",identity,available,
Qwen/Qwen3-30B-A3B-Thinking-2507,architecture_class,config.architectures[0],"""Qwen3MoeForCausalLM""",identity,available,
Qwen/Qwen3-30B-A3B-Thinking-2507,num_layers,config.num_hidden_layers,48,identity,available,
Qwen/Qwen3-30B-A3B-Thinking-2507,hidden_size,config.hidden_size,2048,identity,available,
Qwen/Qwen3-30B-A3B-Thinking-2507,intermediate_size,config.intermediate_size,6144,identity,available,
Qwen/Qwen3-30B-A3B-Thinking-2507,num_attention_heads,config.num_attention_heads,32,identity,available,
Qwen/Qwen3-30B-A3B-Thinking-2507,num_key_value_heads,config.num_key_value_heads,4,identity,available,
Qwen/Qwen3-30B-A3B-Thinking-2507,vocab_size,config.vocab_size,151936,identity,available,
Qwen/Qwen3-30B-A3B-Thinking-2507,context_length,config.max_position_embeddings,262144,identity,available,
Qwen/Qwen3-30B-A3B-Thinking-2507,sliding_window,config.sliding_window,,identity,missing,source field absent
Qwen/Qwen3-30B-A3B-Thinking-2507,moe_intermediate_size,config.moe_intermediate_size,768,identity,available,
Qwen/Qwen3-30B-A3B-Thinking-2507,shared_expert_count,,,identity,missing,source field absent
Qwen/Qwen3-30B-A3B-Thinking-2507,shared_expert_intermediate_size,,,identity,missing,source field absent
Qwen/Qwen3-30B-A3B-Thinking-2507,qk_nope_head_dim,,,identity,missing,source field absent
Qwen/Qwen3-30B-A3B-Thinking-2507,qk_rope_head_dim,,,identity,missing,source field absent
Qwen/Qwen3-30B-A3B-Thinking-2507,v_head_dim,,,identity,missing,source field absent
Qwen/Qwen3-30B-A3B-Thinking-2507,mamba_head_dim,,,identity,missing,source field absent
Qwen/Qwen3-30B-A3B-Thinking-2507,mamba_num_heads,,,identity,missing,source field absent
Qwen/Qwen3-30B-A3B-Thinking-2507,mamba_state_size,,,identity,missing,no Mamba state-size field
Qwen/Qwen3-30B-A3B-Thinking-2507,expert_count,config.num_experts,128,identity,available,
Qwen/Qwen3-30B-A3B-Thinking-2507,active_expert_count,config.num_experts_per_tok,8,identity,available,
Qwen/Qwen3-30B-A3B-Thinking-2507,head_dim,config.head_dim,128,identity,available,
Qwen/Qwen3-30B-A3B-Thinking-2507,dense_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""MoE"", ""num_hidden_layers"": 48}",architecture-specific layer split,available,
Qwen/Qwen3-30B-A3B-Thinking-2507,moe_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""MoE"", ""num_hidden_layers"": 48}",architecture-specific layer split,available,
Qwen/Qwen3-30B-A3B-Thinking-2507,hybrid_pattern,,,identity,missing,not a declared hybrid pattern
Qwen/Qwen3-30B-A3B-Thinking-2507,hybrid_mamba_layer_count,,,identity,missing,not a declared hybrid pattern
Qwen/Qwen3-30B-A3B-Thinking-2507,hybrid_attention_layer_count,,,identity,missing,not a declared hybrid pattern
Qwen/Qwen3-30B-A3B-Thinking-2507,hybrid_mlp_layer_count,,,identity,missing,not a declared hybrid pattern
Qwen/Qwen3-30B-A3B-Thinking-2507,attention_variant,config.model_type + attention head fields,"{""model_type"": ""qwen3_moe"", ""num_attention_heads"": 32, ""num_key_value_heads"": 4}",architecture rule,available,
Qwen/Qwen3-30B-A3B-Thinking-2507,mlp_structure,config.model_type,"""qwen3_moe""",declarative architecture rule,available,
Qwen/Qwen3-30B-A3B-Thinking-2507,quant_method_config,,,identity,missing,config has no quantization method
Qwen/Qwen3-30B-A3B-Thinking-2507,runtime_dtype_config,config.torch_dtype,"""bfloat16""",identity,available,
Qwen/Qwen3-30B-A3B-Thinking-2507,runtime_dtype_bits,config.torch_dtype,"""bfloat16""",dtype label to bits,available,
Qwen/Qwen3-32B,architecture_family,benchmark.architecture,"""Dense Transformer""",benchmark architecture taxonomy,available,
Qwen/Qwen3-32B,total_params_billions,benchmark.total_params_billions,32.0,identity,available,
Qwen/Qwen3-32B,activated_params_billions,benchmark.activated_params_billions,32.0,identity,available,
Qwen/Qwen3-32B,weight_precision,benchmark.weight_precision,"""bfloat16""",identity,available,
Qwen/Qwen3-32B,precision_bits,benchmark.weight_precision,"""bfloat16""",precision label to bits,available,
Qwen/Qwen3-32B,param_count_total,benchmark.total_params_billions,32.0,billions * 1e9,available,
Qwen/Qwen3-32B,param_count_active,benchmark.activated_params_billions,32.0,billions * 1e9,available,
Qwen/Qwen3-32B,model_type,config.model_type,"""qwen3""",identity,available,
Qwen/Qwen3-32B,architecture_class,config.architectures[0],"""Qwen3ForCausalLM""",identity,available,
Qwen/Qwen3-32B,num_layers,config.num_hidden_layers,64,identity,available,
Qwen/Qwen3-32B,hidden_size,config.hidden_size,5120,identity,available,
Qwen/Qwen3-32B,intermediate_size,config.intermediate_size,25600,identity,available,
Qwen/Qwen3-32B,num_attention_heads,config.num_attention_heads,64,identity,available,
Qwen/Qwen3-32B,num_key_value_heads,config.num_key_value_heads,8,identity,available,
Qwen/Qwen3-32B,vocab_size,config.vocab_size,151936,identity,available,
Qwen/Qwen3-32B,context_length,config.max_position_embeddings,40960,identity,available,
Qwen/Qwen3-32B,sliding_window,config.sliding_window,,identity,missing,source field absent
Qwen/Qwen3-32B,moe_intermediate_size,,,identity,missing,source field absent
Qwen/Qwen3-32B,shared_expert_count,,,identity,missing,source field absent
Qwen/Qwen3-32B,shared_expert_intermediate_size,,,identity,missing,source field absent
Qwen/Qwen3-32B,qk_nope_head_dim,,,identity,missing,source field absent
Qwen/Qwen3-32B,qk_rope_head_dim,,,identity,missing,source field absent
Qwen/Qwen3-32B,v_head_dim,,,identity,missing,source field absent
Qwen/Qwen3-32B,mamba_head_dim,,,identity,missing,source field absent
Qwen/Qwen3-32B,mamba_num_heads,,,identity,missing,source field absent
Qwen/Qwen3-32B,mamba_state_size,,,identity,missing,no Mamba state-size field
Qwen/Qwen3-32B,expert_count,,,identity,missing,no expert-count field
Qwen/Qwen3-32B,active_expert_count,,,identity,missing,no active-expert field
Qwen/Qwen3-32B,head_dim,config.head_dim,128,identity,available,
Qwen/Qwen3-32B,dense_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""Dense Transformer"", ""num_hidden_layers"": 64}",architecture-specific layer split,available,
Qwen/Qwen3-32B,moe_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""Dense Transformer"", ""num_hidden_layers"": 64}",architecture-specific layer split,available,
Qwen/Qwen3-32B,hybrid_pattern,,,identity,missing,not a declared hybrid pattern
Qwen/Qwen3-32B,hybrid_mamba_layer_count,,,identity,missing,not a declared hybrid pattern
Qwen/Qwen3-32B,hybrid_attention_layer_count,,,identity,missing,not a declared hybrid pattern
Qwen/Qwen3-32B,hybrid_mlp_layer_count,,,identity,missing,not a declared hybrid pattern
Qwen/Qwen3-32B,attention_variant,config.model_type + attention head fields,"{""model_type"": ""qwen3"", ""num_attention_heads"": 64, ""num_key_value_heads"": 8}",architecture rule,available,
Qwen/Qwen3-32B,mlp_structure,config.model_type,"""qwen3""",declarative architecture rule,available,
Qwen/Qwen3-32B,quant_method_config,,,identity,missing,config has no quantization method
Qwen/Qwen3-32B,runtime_dtype_config,config.torch_dtype,"""bfloat16""",identity,available,
Qwen/Qwen3-32B,runtime_dtype_bits,config.torch_dtype,"""bfloat16""",dtype label to bits,available,
Qwen/Qwen3-8B,architecture_family,benchmark.architecture,"""Dense Transformer""",benchmark architecture taxonomy,available,
Qwen/Qwen3-8B,total_params_billions,benchmark.total_params_billions,8.0,identity,available,
Qwen/Qwen3-8B,activated_params_billions,benchmark.activated_params_billions,8.0,identity,available,
Qwen/Qwen3-8B,weight_precision,benchmark.weight_precision,"""bfloat16""",identity,available,
Qwen/Qwen3-8B,precision_bits,benchmark.weight_precision,"""bfloat16""",precision label to bits,available,
Qwen/Qwen3-8B,param_count_total,benchmark.total_params_billions,8.0,billions * 1e9,available,
Qwen/Qwen3-8B,param_count_active,benchmark.activated_params_billions,8.0,billions * 1e9,available,
Qwen/Qwen3-8B,model_type,config.model_type,"""qwen3""",identity,available,
Qwen/Qwen3-8B,architecture_class,config.architectures[0],"""Qwen3ForCausalLM""",identity,available,
Qwen/Qwen3-8B,num_layers,config.num_hidden_layers,36,identity,available,
Qwen/Qwen3-8B,hidden_size,config.hidden_size,4096,identity,available,
Qwen/Qwen3-8B,intermediate_size,config.intermediate_size,12288,identity,available,
Qwen/Qwen3-8B,num_attention_heads,config.num_attention_heads,32,identity,available,
Qwen/Qwen3-8B,num_key_value_heads,config.num_key_value_heads,8,identity,available,
Qwen/Qwen3-8B,vocab_size,config.vocab_size,151936,identity,available,
Qwen/Qwen3-8B,context_length,config.max_position_embeddings,40960,identity,available,
Qwen/Qwen3-8B,sliding_window,config.sliding_window,,identity,missing,source field absent
Qwen/Qwen3-8B,moe_intermediate_size,,,identity,missing,source field absent
Qwen/Qwen3-8B,shared_expert_count,,,identity,missing,source field absent
Qwen/Qwen3-8B,shared_expert_intermediate_size,,,identity,missing,source field absent
Qwen/Qwen3-8B,qk_nope_head_dim,,,identity,missing,source field absent
Qwen/Qwen3-8B,qk_rope_head_dim,,,identity,missing,source field absent
Qwen/Qwen3-8B,v_head_dim,,,identity,missing,source field absent
Qwen/Qwen3-8B,mamba_head_dim,,,identity,missing,source field absent
Qwen/Qwen3-8B,mamba_num_heads,,,identity,missing,source field absent
Qwen/Qwen3-8B,mamba_state_size,,,identity,missing,no Mamba state-size field
Qwen/Qwen3-8B,expert_count,,,identity,missing,no expert-count field
Qwen/Qwen3-8B,active_expert_count,,,identity,missing,no active-expert field
Qwen/Qwen3-8B,head_dim,config.head_dim,128,identity,available,
Qwen/Qwen3-8B,dense_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""Dense Transformer"", ""num_hidden_layers"": 36}",architecture-specific layer split,available,
Qwen/Qwen3-8B,moe_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""Dense Transformer"", ""num_hidden_layers"": 36}",architecture-specific layer split,available,
Qwen/Qwen3-8B,hybrid_pattern,,,identity,missing,not a declared hybrid pattern
Qwen/Qwen3-8B,hybrid_mamba_layer_count,,,identity,missing,not a declared hybrid pattern
Qwen/Qwen3-8B,hybrid_attention_layer_count,,,identity,missing,not a declared hybrid pattern
Qwen/Qwen3-8B,hybrid_mlp_layer_count,,,identity,missing,not a declared hybrid pattern
Qwen/Qwen3-8B,attention_variant,config.model_type + attention head fields,"{""model_type"": ""qwen3"", ""num_attention_heads"": 32, ""num_key_value_heads"": 8}",architecture rule,available,
Qwen/Qwen3-8B,mlp_structure,config.model_type,"""qwen3""",declarative architecture rule,available,
Qwen/Qwen3-8B,quant_method_config,,,identity,missing,config has no quantization method
Qwen/Qwen3-8B,runtime_dtype_config,config.torch_dtype,"""bfloat16""",identity,available,
Qwen/Qwen3-8B,runtime_dtype_bits,config.torch_dtype,"""bfloat16""",dtype label to bits,available,
Qwen/Qwen3-Coder-30B-A3B-Instruct,architecture_family,benchmark.architecture,"""MoE""",benchmark architecture taxonomy,available,
Qwen/Qwen3-Coder-30B-A3B-Instruct,total_params_billions,benchmark.total_params_billions,30.0,identity,available,
Qwen/Qwen3-Coder-30B-A3B-Instruct,activated_params_billions,benchmark.activated_params_billions,3.0,identity,available,
Qwen/Qwen3-Coder-30B-A3B-Instruct,weight_precision,benchmark.weight_precision,"""bfloat16""",identity,available,
Qwen/Qwen3-Coder-30B-A3B-Instruct,precision_bits,benchmark.weight_precision,"""bfloat16""",precision label to bits,available,
Qwen/Qwen3-Coder-30B-A3B-Instruct,param_count_total,benchmark.total_params_billions,30.0,billions * 1e9,available,
Qwen/Qwen3-Coder-30B-A3B-Instruct,param_count_active,benchmark.activated_params_billions,3.0,billions * 1e9,available,
Qwen/Qwen3-Coder-30B-A3B-Instruct,model_type,config.model_type,"""qwen3_moe""",identity,available,
Qwen/Qwen3-Coder-30B-A3B-Instruct,architecture_class,config.architectures[0],"""Qwen3MoeForCausalLM""",identity,available,
Qwen/Qwen3-Coder-30B-A3B-Instruct,num_layers,config.num_hidden_layers,48,identity,available,
Qwen/Qwen3-Coder-30B-A3B-Instruct,hidden_size,config.hidden_size,2048,identity,available,
Qwen/Qwen3-Coder-30B-A3B-Instruct,intermediate_size,config.intermediate_size,6144,identity,available,
Qwen/Qwen3-Coder-30B-A3B-Instruct,num_attention_heads,config.num_attention_heads,32,identity,available,
Qwen/Qwen3-Coder-30B-A3B-Instruct,num_key_value_heads,config.num_key_value_heads,4,identity,available,
Qwen/Qwen3-Coder-30B-A3B-Instruct,vocab_size,config.vocab_size,151936,identity,available,
Qwen/Qwen3-Coder-30B-A3B-Instruct,context_length,config.max_position_embeddings,262144,identity,available,
Qwen/Qwen3-Coder-30B-A3B-Instruct,sliding_window,config.sliding_window,,identity,missing,source field absent
Qwen/Qwen3-Coder-30B-A3B-Instruct,moe_intermediate_size,config.moe_intermediate_size,768,identity,available,
Qwen/Qwen3-Coder-30B-A3B-Instruct,shared_expert_count,,,identity,missing,source field absent
Qwen/Qwen3-Coder-30B-A3B-Instruct,shared_expert_intermediate_size,,,identity,missing,source field absent
Qwen/Qwen3-Coder-30B-A3B-Instruct,qk_nope_head_dim,,,identity,missing,source field absent
Qwen/Qwen3-Coder-30B-A3B-Instruct,qk_rope_head_dim,,,identity,missing,source field absent
Qwen/Qwen3-Coder-30B-A3B-Instruct,v_head_dim,,,identity,missing,source field absent
Qwen/Qwen3-Coder-30B-A3B-Instruct,mamba_head_dim,,,identity,missing,source field absent
Qwen/Qwen3-Coder-30B-A3B-Instruct,mamba_num_heads,,,identity,missing,source field absent
Qwen/Qwen3-Coder-30B-A3B-Instruct,mamba_state_size,,,identity,missing,no Mamba state-size field
Qwen/Qwen3-Coder-30B-A3B-Instruct,expert_count,config.num_experts,128,identity,available,
Qwen/Qwen3-Coder-30B-A3B-Instruct,active_expert_count,config.num_experts_per_tok,8,identity,available,
Qwen/Qwen3-Coder-30B-A3B-Instruct,head_dim,config.head_dim,128,identity,available,
Qwen/Qwen3-Coder-30B-A3B-Instruct,dense_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""MoE"", ""num_hidden_layers"": 48}",architecture-specific layer split,available,
Qwen/Qwen3-Coder-30B-A3B-Instruct,moe_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""MoE"", ""num_hidden_layers"": 48}",architecture-specific layer split,available,
Qwen/Qwen3-Coder-30B-A3B-Instruct,hybrid_pattern,,,identity,missing,not a declared hybrid pattern
Qwen/Qwen3-Coder-30B-A3B-Instruct,hybrid_mamba_layer_count,,,identity,missing,not a declared hybrid pattern
Qwen/Qwen3-Coder-30B-A3B-Instruct,hybrid_attention_layer_count,,,identity,missing,not a declared hybrid pattern
Qwen/Qwen3-Coder-30B-A3B-Instruct,hybrid_mlp_layer_count,,,identity,missing,not a declared hybrid pattern
Qwen/Qwen3-Coder-30B-A3B-Instruct,attention_variant,config.model_type + attention head fields,"{""model_type"": ""qwen3_moe"", ""num_attention_heads"": 32, ""num_key_value_heads"": 4}",architecture rule,available,
Qwen/Qwen3-Coder-30B-A3B-Instruct,mlp_structure,config.model_type,"""qwen3_moe""",declarative architecture rule,available,
Qwen/Qwen3-Coder-30B-A3B-Instruct,quant_method_config,,,identity,missing,config has no quantization method
Qwen/Qwen3-Coder-30B-A3B-Instruct,runtime_dtype_config,config.torch_dtype,"""bfloat16""",identity,available,
Qwen/Qwen3-Coder-30B-A3B-Instruct,runtime_dtype_bits,config.torch_dtype,"""bfloat16""",dtype label to bits,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,architecture_family,benchmark.architecture,"""MoE""",benchmark architecture taxonomy,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,total_params_billions,benchmark.total_params_billions,480.0,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,activated_params_billions,benchmark.activated_params_billions,35.0,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,weight_precision,benchmark.weight_precision,"""bfloat16""",identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,precision_bits,benchmark.weight_precision,"""bfloat16""",precision label to bits,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,param_count_total,benchmark.total_params_billions,480.0,billions * 1e9,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,param_count_active,benchmark.activated_params_billions,35.0,billions * 1e9,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,model_type,config.model_type,"""qwen3_moe""",identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,architecture_class,config.architectures[0],"""Qwen3MoeForCausalLM""",identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,num_layers,config.num_hidden_layers,62,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,hidden_size,config.hidden_size,6144,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,intermediate_size,config.intermediate_size,8192,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,num_attention_heads,config.num_attention_heads,96,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,num_key_value_heads,config.num_key_value_heads,8,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,vocab_size,config.vocab_size,151936,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,context_length,config.max_position_embeddings,262144,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,sliding_window,config.sliding_window,,identity,missing,source field absent
Qwen/Qwen3-Coder-480B-A35B-Instruct,moe_intermediate_size,config.moe_intermediate_size,2560,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,shared_expert_count,,,identity,missing,source field absent
Qwen/Qwen3-Coder-480B-A35B-Instruct,shared_expert_intermediate_size,config.shared_expert_intermediate_size,0,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,qk_nope_head_dim,,,identity,missing,source field absent
Qwen/Qwen3-Coder-480B-A35B-Instruct,qk_rope_head_dim,,,identity,missing,source field absent
Qwen/Qwen3-Coder-480B-A35B-Instruct,v_head_dim,,,identity,missing,source field absent
Qwen/Qwen3-Coder-480B-A35B-Instruct,mamba_head_dim,,,identity,missing,source field absent
Qwen/Qwen3-Coder-480B-A35B-Instruct,mamba_num_heads,,,identity,missing,source field absent
Qwen/Qwen3-Coder-480B-A35B-Instruct,mamba_state_size,,,identity,missing,no Mamba state-size field
Qwen/Qwen3-Coder-480B-A35B-Instruct,expert_count,config.num_experts,160,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,active_expert_count,config.num_experts_per_tok,8,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,head_dim,config.head_dim,128,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,dense_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""MoE"", ""num_hidden_layers"": 62}",architecture-specific layer split,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,moe_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""MoE"", ""num_hidden_layers"": 62}",architecture-specific layer split,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,hybrid_pattern,,,identity,missing,not a declared hybrid pattern
Qwen/Qwen3-Coder-480B-A35B-Instruct,hybrid_mamba_layer_count,,,identity,missing,not a declared hybrid pattern
Qwen/Qwen3-Coder-480B-A35B-Instruct,hybrid_attention_layer_count,,,identity,missing,not a declared hybrid pattern
Qwen/Qwen3-Coder-480B-A35B-Instruct,hybrid_mlp_layer_count,,,identity,missing,not a declared hybrid pattern
Qwen/Qwen3-Coder-480B-A35B-Instruct,attention_variant,config.model_type + attention head fields,"{""model_type"": ""qwen3_moe"", ""num_attention_heads"": 96, ""num_key_value_heads"": 8}",architecture rule,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,mlp_structure,config.model_type,"""qwen3_moe""",declarative architecture rule,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,quant_method_config,,,identity,missing,config has no quantization method
Qwen/Qwen3-Coder-480B-A35B-Instruct,runtime_dtype_config,config.torch_dtype,"""bfloat16""",identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct,runtime_dtype_bits,config.torch_dtype,"""bfloat16""",dtype label to bits,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,architecture_family,benchmark.architecture,"""MoE""",benchmark architecture taxonomy,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,total_params_billions,benchmark.total_params_billions,480.0,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,activated_params_billions,benchmark.activated_params_billions,35.0,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,weight_precision,benchmark.weight_precision,"""fp8""",identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,precision_bits,benchmark.weight_precision,"""fp8""",precision label to bits,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,param_count_total,benchmark.total_params_billions,480.0,billions * 1e9,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,param_count_active,benchmark.activated_params_billions,35.0,billions * 1e9,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,model_type,config.model_type,"""qwen3_moe""",identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,architecture_class,config.architectures[0],"""Qwen3MoeForCausalLM""",identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,num_layers,config.num_hidden_layers,62,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,hidden_size,config.hidden_size,6144,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,intermediate_size,config.intermediate_size,8192,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,num_attention_heads,config.num_attention_heads,96,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,num_key_value_heads,config.num_key_value_heads,8,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,vocab_size,config.vocab_size,151936,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,context_length,config.max_position_embeddings,262144,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,sliding_window,config.sliding_window,,identity,missing,source field absent
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,moe_intermediate_size,config.moe_intermediate_size,2560,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,shared_expert_count,,,identity,missing,source field absent
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,shared_expert_intermediate_size,config.shared_expert_intermediate_size,0,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,qk_nope_head_dim,,,identity,missing,source field absent
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,qk_rope_head_dim,,,identity,missing,source field absent
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,v_head_dim,,,identity,missing,source field absent
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,mamba_head_dim,,,identity,missing,source field absent
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,mamba_num_heads,,,identity,missing,source field absent
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,mamba_state_size,,,identity,missing,no Mamba state-size field
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,expert_count,config.num_experts,160,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,active_expert_count,config.num_experts_per_tok,8,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,head_dim,config.head_dim,128,identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,dense_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""MoE"", ""num_hidden_layers"": 62}",architecture-specific layer split,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,moe_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""MoE"", ""num_hidden_layers"": 62}",architecture-specific layer split,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,hybrid_pattern,,,identity,missing,not a declared hybrid pattern
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,hybrid_mamba_layer_count,,,identity,missing,not a declared hybrid pattern
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,hybrid_attention_layer_count,,,identity,missing,not a declared hybrid pattern
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,hybrid_mlp_layer_count,,,identity,missing,not a declared hybrid pattern
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,attention_variant,config.model_type + attention head fields,"{""model_type"": ""qwen3_moe"", ""num_attention_heads"": 96, ""num_key_value_heads"": 8}",architecture rule,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,mlp_structure,config.model_type,"""qwen3_moe""",declarative architecture rule,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,quant_method_config,config.quantization_config.quant_method,"""fp8""",identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,runtime_dtype_config,config.torch_dtype,"""bfloat16""",identity,available,
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,runtime_dtype_bits,config.torch_dtype,"""bfloat16""",dtype label to bits,available,
deepseek-ai/DeepSeek-R1-0528,architecture_family,benchmark.architecture,"""MoE""",benchmark architecture taxonomy,available,
deepseek-ai/DeepSeek-R1-0528,total_params_billions,benchmark.total_params_billions,671.0,identity,available,
deepseek-ai/DeepSeek-R1-0528,activated_params_billions,benchmark.activated_params_billions,37.0,identity,available,
deepseek-ai/DeepSeek-R1-0528,weight_precision,benchmark.weight_precision,"""fp8""",identity,available,
deepseek-ai/DeepSeek-R1-0528,precision_bits,benchmark.weight_precision,"""fp8""",precision label to bits,available,
deepseek-ai/DeepSeek-R1-0528,param_count_total,benchmark.total_params_billions,671.0,billions * 1e9,available,
deepseek-ai/DeepSeek-R1-0528,param_count_active,benchmark.activated_params_billions,37.0,billions * 1e9,available,
deepseek-ai/DeepSeek-R1-0528,model_type,config.model_type,"""deepseek_v3""",identity,available,
deepseek-ai/DeepSeek-R1-0528,architecture_class,config.architectures[0],"""DeepseekV3ForCausalLM""",identity,available,
deepseek-ai/DeepSeek-R1-0528,num_layers,config.num_hidden_layers,61,identity,available,
deepseek-ai/DeepSeek-R1-0528,hidden_size,config.hidden_size,7168,identity,available,
deepseek-ai/DeepSeek-R1-0528,intermediate_size,config.intermediate_size,18432,identity,available,
deepseek-ai/DeepSeek-R1-0528,num_attention_heads,config.num_attention_heads,128,identity,available,
deepseek-ai/DeepSeek-R1-0528,num_key_value_heads,config.num_key_value_heads,128,identity,available,
deepseek-ai/DeepSeek-R1-0528,vocab_size,config.vocab_size,129280,identity,available,
deepseek-ai/DeepSeek-R1-0528,context_length,config.max_position_embeddings,163840,identity,available,
deepseek-ai/DeepSeek-R1-0528,sliding_window,,,identity,missing,source field absent
deepseek-ai/DeepSeek-R1-0528,moe_intermediate_size,config.moe_intermediate_size,2048,identity,available,
deepseek-ai/DeepSeek-R1-0528,shared_expert_count,config.n_shared_experts,1,identity,available,
deepseek-ai/DeepSeek-R1-0528,shared_expert_intermediate_size,,,identity,missing,source field absent
