model_id,canonical_field,source_field,raw_value,transform,status,reason
meta-llama/Llama-3.1-8B-Instruct,intermediate_size,,,identity,missing,source field absent
meta-llama/Llama-3.1-8B-Instruct,num_attention_heads,,,identity,missing,source field absent
meta-llama/Llama-3.1-8B-Instruct,num_key_value_heads,,,identity,missing,source field absent
meta-llama/Llama-3.1-8B-Instruct,vocab_size,,,identity,missing,source field absent
meta-llama/Llama-3.1-8B-Instruct,context_length,,,identity,missing,source field absent
meta-llama/Llama-3.1-8B-Instruct,sliding_window,,,identity,missing,source field absent
meta-llama/Llama-3.1-8B-Instruct,moe_intermediate_size,,,identity,missing,source field absent
meta-llama/Llama-3.1-8B-Instruct,shared_expert_count,,,identity,missing,source field absent
meta-llama/Llama-3.1-8B-Instruct,shared_expert_intermediate_size,,,identity,missing,source field absent
meta-llama/Llama-3.1-8B-Instruct,qk_nope_head_dim,,,identity,missing,source field absent
meta-llama/Llama-3.1-8B-Instruct,qk_rope_head_dim,,,identity,missing,source field absent
meta-llama/Llama-3.1-8B-Instruct,v_head_dim,,,identity,missing,source field absent
meta-llama/Llama-3.1-8B-Instruct,mamba_head_dim,,,identity,missing,source field absent
meta-llama/Llama-3.1-8B-Instruct,mamba_num_heads,,,identity,missing,source field absent
meta-llama/Llama-3.1-8B-Instruct,mamba_state_size,,,identity,missing,no Mamba state-size field
meta-llama/Llama-3.1-8B-Instruct,expert_count,,,identity,missing,no expert-count field
meta-llama/Llama-3.1-8B-Instruct,active_expert_count,,,identity,missing,no active-expert field
meta-llama/Llama-3.1-8B-Instruct,head_dim,,,identity,missing,no explicit or architecture-safe derivation
meta-llama/Llama-3.1-8B-Instruct,dense_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""Dense Transformer"", ""num_hidden_layers"": null}",architecture-specific layer split,missing,not a pure dense/MoE stack
meta-llama/Llama-3.1-8B-Instruct,moe_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""Dense Transformer"", ""num_hidden_layers"": null}",architecture-specific layer split,missing,not a pure dense/MoE stack
meta-llama/Llama-3.1-8B-Instruct,hybrid_pattern,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-3.1-8B-Instruct,hybrid_mamba_layer_count,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-3.1-8B-Instruct,hybrid_attention_layer_count,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-3.1-8B-Instruct,hybrid_mlp_layer_count,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-3.1-8B-Instruct,attention_variant,config.model_type + attention head fields,"{""model_type"": null, ""num_attention_heads"": null, ""num_key_value_heads"": null}",architecture rule,missing,insufficient fields
meta-llama/Llama-3.1-8B-Instruct,mlp_structure,config.model_type,,declarative architecture rule,missing,unsupported model_type
meta-llama/Llama-3.1-8B-Instruct,quant_method_config,,,identity,missing,config has no quantization method
meta-llama/Llama-3.1-8B-Instruct,runtime_dtype_config,,,identity,missing,runtime dtype absent
meta-llama/Llama-3.1-8B-Instruct,runtime_dtype_bits,,,dtype label to bits,missing,runtime dtype absent or unsupported
meta-llama/Llama-3.3-70B-Instruct,architecture_family,benchmark.architecture,"""Dense Transformer""",benchmark architecture taxonomy,available,
meta-llama/Llama-3.3-70B-Instruct,total_params_billions,benchmark.total_params_billions,70.0,identity,available,
meta-llama/Llama-3.3-70B-Instruct,activated_params_billions,benchmark.activated_params_billions,70.0,identity,available,
meta-llama/Llama-3.3-70B-Instruct,weight_precision,benchmark.weight_precision,"""bfloat16""",identity,available,
meta-llama/Llama-3.3-70B-Instruct,precision_bits,benchmark.weight_precision,"""bfloat16""",precision label to bits,available,
meta-llama/Llama-3.3-70B-Instruct,param_count_total,benchmark.total_params_billions,70.0,billions * 1e9,available,
meta-llama/Llama-3.3-70B-Instruct,param_count_active,benchmark.activated_params_billions,70.0,billions * 1e9,available,
meta-llama/Llama-3.3-70B-Instruct,model_type,config.model_type,,identity,missing,
meta-llama/Llama-3.3-70B-Instruct,architecture_class,config.architectures[0],,identity,missing,
meta-llama/Llama-3.3-70B-Instruct,num_layers,,,identity,missing,source field absent
meta-llama/Llama-3.3-70B-Instruct,hidden_size,,,identity,missing,source field absent
meta-llama/Llama-3.3-70B-Instruct,intermediate_size,,,identity,missing,source field absent
meta-llama/Llama-3.3-70B-Instruct,num_attention_heads,,,identity,missing,source field absent
meta-llama/Llama-3.3-70B-Instruct,num_key_value_heads,,,identity,missing,source field absent
meta-llama/Llama-3.3-70B-Instruct,vocab_size,,,identity,missing,source field absent
meta-llama/Llama-3.3-70B-Instruct,context_length,,,identity,missing,source field absent
meta-llama/Llama-3.3-70B-Instruct,sliding_window,,,identity,missing,source field absent
meta-llama/Llama-3.3-70B-Instruct,moe_intermediate_size,,,identity,missing,source field absent
meta-llama/Llama-3.3-70B-Instruct,shared_expert_count,,,identity,missing,source field absent
meta-llama/Llama-3.3-70B-Instruct,shared_expert_intermediate_size,,,identity,missing,source field absent
meta-llama/Llama-3.3-70B-Instruct,qk_nope_head_dim,,,identity,missing,source field absent
meta-llama/Llama-3.3-70B-Instruct,qk_rope_head_dim,,,identity,missing,source field absent
meta-llama/Llama-3.3-70B-Instruct,v_head_dim,,,identity,missing,source field absent
meta-llama/Llama-3.3-70B-Instruct,mamba_head_dim,,,identity,missing,source field absent
meta-llama/Llama-3.3-70B-Instruct,mamba_num_heads,,,identity,missing,source field absent
meta-llama/Llama-3.3-70B-Instruct,mamba_state_size,,,identity,missing,no Mamba state-size field
meta-llama/Llama-3.3-70B-Instruct,expert_count,,,identity,missing,no expert-count field
meta-llama/Llama-3.3-70B-Instruct,active_expert_count,,,identity,missing,no active-expert field
meta-llama/Llama-3.3-70B-Instruct,head_dim,,,identity,missing,no explicit or architecture-safe derivation
meta-llama/Llama-3.3-70B-Instruct,dense_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""Dense Transformer"", ""num_hidden_layers"": null}",architecture-specific layer split,missing,not a pure dense/MoE stack
meta-llama/Llama-3.3-70B-Instruct,moe_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""Dense Transformer"", ""num_hidden_layers"": null}",architecture-specific layer split,missing,not a pure dense/MoE stack
meta-llama/Llama-3.3-70B-Instruct,hybrid_pattern,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-3.3-70B-Instruct,hybrid_mamba_layer_count,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-3.3-70B-Instruct,hybrid_attention_layer_count,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-3.3-70B-Instruct,hybrid_mlp_layer_count,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-3.3-70B-Instruct,attention_variant,config.model_type + attention head fields,"{""model_type"": null, ""num_attention_heads"": null, ""num_key_value_heads"": null}",architecture rule,missing,insufficient fields
meta-llama/Llama-3.3-70B-Instruct,mlp_structure,config.model_type,,declarative architecture rule,missing,unsupported model_type
meta-llama/Llama-3.3-70B-Instruct,quant_method_config,,,identity,missing,config has no quantization method
meta-llama/Llama-3.3-70B-Instruct,runtime_dtype_config,,,identity,missing,runtime dtype absent
meta-llama/Llama-3.3-70B-Instruct,runtime_dtype_bits,,,dtype label to bits,missing,runtime dtype absent or unsupported
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,architecture_family,benchmark.architecture,"""MoE""",benchmark architecture taxonomy,available,
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,total_params_billions,benchmark.total_params_billions,400.0,identity,available,
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,activated_params_billions,benchmark.activated_params_billions,17.0,identity,available,
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,weight_precision,benchmark.weight_precision,"""fp8""",identity,available,
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,precision_bits,benchmark.weight_precision,"""fp8""",precision label to bits,available,
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,param_count_total,benchmark.total_params_billions,400.0,billions * 1e9,available,
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,param_count_active,benchmark.activated_params_billions,17.0,billions * 1e9,available,
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,model_type,config.model_type,,identity,missing,
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,architecture_class,config.architectures[0],,identity,missing,
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,num_layers,,,identity,missing,source field absent
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,hidden_size,,,identity,missing,source field absent
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,intermediate_size,,,identity,missing,source field absent
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,num_attention_heads,,,identity,missing,source field absent
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,num_key_value_heads,,,identity,missing,source field absent
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,vocab_size,,,identity,missing,source field absent
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,context_length,,,identity,missing,source field absent
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,sliding_window,,,identity,missing,source field absent
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,moe_intermediate_size,,,identity,missing,source field absent
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,shared_expert_count,,,identity,missing,source field absent
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,shared_expert_intermediate_size,,,identity,missing,source field absent
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,qk_nope_head_dim,,,identity,missing,source field absent
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,qk_rope_head_dim,,,identity,missing,source field absent
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,v_head_dim,,,identity,missing,source field absent
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,mamba_head_dim,,,identity,missing,source field absent
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,mamba_num_heads,,,identity,missing,source field absent
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,mamba_state_size,,,identity,missing,no Mamba state-size field
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,expert_count,,,identity,missing,no expert-count field
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,active_expert_count,,,identity,missing,no active-expert field
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,head_dim,,,identity,missing,no explicit or architecture-safe derivation
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,dense_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""MoE"", ""num_hidden_layers"": null}",architecture-specific layer split,missing,not a pure dense/MoE stack
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,moe_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""MoE"", ""num_hidden_layers"": null}",architecture-specific layer split,missing,not a pure dense/MoE stack
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,hybrid_pattern,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,hybrid_mamba_layer_count,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,hybrid_attention_layer_count,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,hybrid_mlp_layer_count,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,attention_variant,config.model_type + attention head fields,"{""model_type"": null, ""num_attention_heads"": null, ""num_key_value_heads"": null}",architecture rule,missing,insufficient fields
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,mlp_structure,config.model_type,,declarative architecture rule,missing,unsupported model_type
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,quant_method_config,,,identity,missing,config has no quantization method
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,runtime_dtype_config,,,identity,missing,runtime dtype absent
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,runtime_dtype_bits,,,dtype label to bits,missing,runtime dtype absent or unsupported
meta-llama/Llama-4-Scout-17B-16E-Instruct,architecture_family,benchmark.architecture,"""MoE""",benchmark architecture taxonomy,available,
meta-llama/Llama-4-Scout-17B-16E-Instruct,total_params_billions,benchmark.total_params_billions,109.0,identity,available,
meta-llama/Llama-4-Scout-17B-16E-Instruct,activated_params_billions,benchmark.activated_params_billions,17.0,identity,available,
meta-llama/Llama-4-Scout-17B-16E-Instruct,weight_precision,benchmark.weight_precision,"""bfloat16""",identity,available,
meta-llama/Llama-4-Scout-17B-16E-Instruct,precision_bits,benchmark.weight_precision,"""bfloat16""",precision label to bits,available,
meta-llama/Llama-4-Scout-17B-16E-Instruct,param_count_total,benchmark.total_params_billions,109.0,billions * 1e9,available,
meta-llama/Llama-4-Scout-17B-16E-Instruct,param_count_active,benchmark.activated_params_billions,17.0,billions * 1e9,available,
meta-llama/Llama-4-Scout-17B-16E-Instruct,model_type,config.model_type,,identity,missing,
meta-llama/Llama-4-Scout-17B-16E-Instruct,architecture_class,config.architectures[0],,identity,missing,
meta-llama/Llama-4-Scout-17B-16E-Instruct,num_layers,,,identity,missing,source field absent
meta-llama/Llama-4-Scout-17B-16E-Instruct,hidden_size,,,identity,missing,source field absent
meta-llama/Llama-4-Scout-17B-16E-Instruct,intermediate_size,,,identity,missing,source field absent
meta-llama/Llama-4-Scout-17B-16E-Instruct,num_attention_heads,,,identity,missing,source field absent
meta-llama/Llama-4-Scout-17B-16E-Instruct,num_key_value_heads,,,identity,missing,source field absent
meta-llama/Llama-4-Scout-17B-16E-Instruct,vocab_size,,,identity,missing,source field absent
meta-llama/Llama-4-Scout-17B-16E-Instruct,context_length,,,identity,missing,source field absent
meta-llama/Llama-4-Scout-17B-16E-Instruct,sliding_window,,,identity,missing,source field absent
meta-llama/Llama-4-Scout-17B-16E-Instruct,moe_intermediate_size,,,identity,missing,source field absent
meta-llama/Llama-4-Scout-17B-16E-Instruct,shared_expert_count,,,identity,missing,source field absent
meta-llama/Llama-4-Scout-17B-16E-Instruct,shared_expert_intermediate_size,,,identity,missing,source field absent
meta-llama/Llama-4-Scout-17B-16E-Instruct,qk_nope_head_dim,,,identity,missing,source field absent
meta-llama/Llama-4-Scout-17B-16E-Instruct,qk_rope_head_dim,,,identity,missing,source field absent
meta-llama/Llama-4-Scout-17B-16E-Instruct,v_head_dim,,,identity,missing,source field absent
meta-llama/Llama-4-Scout-17B-16E-Instruct,mamba_head_dim,,,identity,missing,source field absent
meta-llama/Llama-4-Scout-17B-16E-Instruct,mamba_num_heads,,,identity,missing,source field absent
meta-llama/Llama-4-Scout-17B-16E-Instruct,mamba_state_size,,,identity,missing,no Mamba state-size field
meta-llama/Llama-4-Scout-17B-16E-Instruct,expert_count,,,identity,missing,no expert-count field
meta-llama/Llama-4-Scout-17B-16E-Instruct,active_expert_count,,,identity,missing,no active-expert field
meta-llama/Llama-4-Scout-17B-16E-Instruct,head_dim,,,identity,missing,no explicit or architecture-safe derivation
meta-llama/Llama-4-Scout-17B-16E-Instruct,dense_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""MoE"", ""num_hidden_layers"": null}",architecture-specific layer split,missing,not a pure dense/MoE stack
meta-llama/Llama-4-Scout-17B-16E-Instruct,moe_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""MoE"", ""num_hidden_layers"": null}",architecture-specific layer split,missing,not a pure dense/MoE stack
meta-llama/Llama-4-Scout-17B-16E-Instruct,hybrid_pattern,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-4-Scout-17B-16E-Instruct,hybrid_mamba_layer_count,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-4-Scout-17B-16E-Instruct,hybrid_attention_layer_count,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-4-Scout-17B-16E-Instruct,hybrid_mlp_layer_count,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-4-Scout-17B-16E-Instruct,attention_variant,config.model_type + attention head fields,"{""model_type"": null, ""num_attention_heads"": null, ""num_key_value_heads"": null}",architecture rule,missing,insufficient fields
meta-llama/Llama-4-Scout-17B-16E-Instruct,mlp_structure,config.model_type,,declarative architecture rule,missing,unsupported model_type
meta-llama/Llama-4-Scout-17B-16E-Instruct,quant_method_config,,,identity,missing,config has no quantization method
meta-llama/Llama-4-Scout-17B-16E-Instruct,runtime_dtype_config,,,identity,missing,runtime dtype absent
meta-llama/Llama-4-Scout-17B-16E-Instruct,runtime_dtype_bits,,,dtype label to bits,missing,runtime dtype absent or unsupported
nvidia/NVIDIA-Nemotron-Nano-12B-v2,architecture_family,benchmark.architecture,"""Mamba-Transformer Hybrid""",benchmark architecture taxonomy,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,total_params_billions,benchmark.total_params_billions,12.0,identity,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,activated_params_billions,benchmark.activated_params_billions,12.0,identity,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,weight_precision,benchmark.weight_precision,"""bfloat16""",identity,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,precision_bits,benchmark.weight_precision,"""bfloat16""",precision label to bits,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,param_count_total,benchmark.total_params_billions,12.0,billions * 1e9,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,param_count_active,benchmark.activated_params_billions,12.0,billions * 1e9,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,model_type,config.model_type,"""nemotron_h""",identity,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,architecture_class,config.architectures[0],"""NemotronHForCausalLM""",identity,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,num_layers,config.num_hidden_layers,62,identity,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,hidden_size,config.hidden_size,5120,identity,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,intermediate_size,config.intermediate_size,20480,identity,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,num_attention_heads,config.num_attention_heads,40,identity,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,num_key_value_heads,config.num_key_value_heads,8,identity,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,vocab_size,config.vocab_size,131072,identity,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,context_length,config.max_position_embeddings,131072,identity,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,sliding_window,config.sliding_window,,identity,missing,source field absent
nvidia/NVIDIA-Nemotron-Nano-12B-v2,moe_intermediate_size,,,identity,missing,source field absent
nvidia/NVIDIA-Nemotron-Nano-12B-v2,shared_expert_count,,,identity,missing,source field absent
nvidia/NVIDIA-Nemotron-Nano-12B-v2,shared_expert_intermediate_size,,,identity,missing,source field absent
nvidia/NVIDIA-Nemotron-Nano-12B-v2,qk_nope_head_dim,,,identity,missing,source field absent
nvidia/NVIDIA-Nemotron-Nano-12B-v2,qk_rope_head_dim,,,identity,missing,source field absent
nvidia/NVIDIA-Nemotron-Nano-12B-v2,v_head_dim,,,identity,missing,source field absent
nvidia/NVIDIA-Nemotron-Nano-12B-v2,mamba_head_dim,config.mamba_head_dim,80,identity,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,mamba_num_heads,config.mamba_num_heads,128,identity,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,mamba_state_size,config.ssm_state_size,128,identity,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,expert_count,,,identity,missing,no expert-count field
nvidia/NVIDIA-Nemotron-Nano-12B-v2,active_expert_count,,,identity,missing,no active-expert field
nvidia/NVIDIA-Nemotron-Nano-12B-v2,head_dim,config.head_dim,128,identity,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,dense_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""Mamba-Transformer Hybrid"", ""num_hidden_layers"": 62}",architecture-specific layer split,missing,not a pure dense/MoE stack
nvidia/NVIDIA-Nemotron-Nano-12B-v2,moe_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""Mamba-Transformer Hybrid"", ""num_hidden_layers"": 62}",architecture-specific layer split,missing,not a pure dense/MoE stack
nvidia/NVIDIA-Nemotron-Nano-12B-v2,hybrid_pattern,config.hybrid_override_pattern,"""M-M-M-M*-M-M-M-M*-M-M-M-M*-M-M-M-M*-M-M-M-M*-M-M-M-M*-M-M-M-M-""",identity,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,hybrid_mamba_layer_count,config.hybrid_override_pattern,"""M-M-M-M*-M-M-M-M*-M-M-M-M*-M-M-M-M*-M-M-M-M*-M-M-M-M*-M-M-M-M-""",count 'M' symbols,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,hybrid_attention_layer_count,config.hybrid_override_pattern,"""M-M-M-M*-M-M-M-M*-M-M-M-M*-M-M-M-M*-M-M-M-M*-M-M-M-M*-M-M-M-M-""",count '*' symbols,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,hybrid_mlp_layer_count,config.hybrid_override_pattern,"""M-M-M-M*-M-M-M-M*-M-M-M-M*-M-M-M-M*-M-M-M-M*-M-M-M-M*-M-M-M-M-""",count '-' symbols,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,attention_variant,config.model_type + attention head fields,"{""model_type"": ""nemotron_h"", ""num_attention_heads"": 40, ""num_key_value_heads"": 8}",architecture rule,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,mlp_structure,config.model_type,"""nemotron_h""",declarative architecture rule,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,quant_method_config,,,identity,missing,config has no quantization method
nvidia/NVIDIA-Nemotron-Nano-12B-v2,runtime_dtype_config,config.torch_dtype,"""bfloat16""",identity,available,
nvidia/NVIDIA-Nemotron-Nano-12B-v2,runtime_dtype_bits,config.torch_dtype,"""bfloat16""",dtype label to bits,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,architecture_family,benchmark.architecture,"""Mamba-Transformer Hybrid""",benchmark architecture taxonomy,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,total_params_billions,benchmark.total_params_billions,9.0,identity,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,activated_params_billions,benchmark.activated_params_billions,9.0,identity,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,weight_precision,benchmark.weight_precision,"""bfloat16""",identity,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,precision_bits,benchmark.weight_precision,"""bfloat16""",precision label to bits,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,param_count_total,benchmark.total_params_billions,9.0,billions * 1e9,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,param_count_active,benchmark.activated_params_billions,9.0,billions * 1e9,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,model_type,config.model_type,"""nemotron_h""",identity,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,architecture_class,config.architectures[0],"""NemotronHForCausalLM""",identity,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,num_layers,config.num_hidden_layers,56,identity,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,hidden_size,config.hidden_size,4480,identity,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,intermediate_size,config.intermediate_size,15680,identity,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,num_attention_heads,config.num_attention_heads,40,identity,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,num_key_value_heads,config.num_key_value_heads,8,identity,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,vocab_size,config.vocab_size,131072,identity,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,context_length,config.max_position_embeddings,131072,identity,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,sliding_window,config.sliding_window,,identity,missing,source field absent
nvidia/NVIDIA-Nemotron-Nano-9B-v2,moe_intermediate_size,,,identity,missing,source field absent
nvidia/NVIDIA-Nemotron-Nano-9B-v2,shared_expert_count,,,identity,missing,source field absent
nvidia/NVIDIA-Nemotron-Nano-9B-v2,shared_expert_intermediate_size,,,identity,missing,source field absent
nvidia/NVIDIA-Nemotron-Nano-9B-v2,qk_nope_head_dim,,,identity,missing,source field absent
nvidia/NVIDIA-Nemotron-Nano-9B-v2,qk_rope_head_dim,,,identity,missing,source field absent
nvidia/NVIDIA-Nemotron-Nano-9B-v2,v_head_dim,,,identity,missing,source field absent
nvidia/NVIDIA-Nemotron-Nano-9B-v2,mamba_head_dim,config.mamba_head_dim,80,identity,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,mamba_num_heads,config.mamba_num_heads,128,identity,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,mamba_state_size,config.mamba_state_dim,128,identity,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,expert_count,,,identity,missing,no expert-count field
nvidia/NVIDIA-Nemotron-Nano-9B-v2,active_expert_count,,,identity,missing,no active-expert field
nvidia/NVIDIA-Nemotron-Nano-9B-v2,head_dim,config.head_dim,128,identity,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,dense_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""Mamba-Transformer Hybrid"", ""num_hidden_layers"": 56}",architecture-specific layer split,missing,not a pure dense/MoE stack
nvidia/NVIDIA-Nemotron-Nano-9B-v2,moe_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""Mamba-Transformer Hybrid"", ""num_hidden_layers"": 56}",architecture-specific layer split,missing,not a pure dense/MoE stack
nvidia/NVIDIA-Nemotron-Nano-9B-v2,hybrid_pattern,config.hybrid_override_pattern,"""M-M-M-MM-M-M-M*-M-M-M*-M-M-M-M*-M-M-M-M*-M-MM-M-M-M-M-M-""",identity,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,hybrid_mamba_layer_count,config.hybrid_override_pattern,"""M-M-M-MM-M-M-M*-M-M-M*-M-M-M-M*-M-M-M-M*-M-MM-M-M-M-M-M-""",count 'M' symbols,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,hybrid_attention_layer_count,config.hybrid_override_pattern,"""M-M-M-MM-M-M-M*-M-M-M*-M-M-M-M*-M-M-M-M*-M-MM-M-M-M-M-M-""",count '*' symbols,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,hybrid_mlp_layer_count,config.hybrid_override_pattern,"""M-M-M-MM-M-M-M*-M-M-M*-M-M-M-M*-M-M-M-M*-M-MM-M-M-M-M-M-""",count '-' symbols,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,attention_variant,config.model_type + attention head fields,"{""model_type"": ""nemotron_h"", ""num_attention_heads"": 40, ""num_key_value_heads"": 8}",architecture rule,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,mlp_structure,config.model_type,"""nemotron_h""",declarative architecture rule,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,quant_method_config,,,identity,missing,config has no quantization method
nvidia/NVIDIA-Nemotron-Nano-9B-v2,runtime_dtype_config,config.torch_dtype,"""bfloat16""",identity,available,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,runtime_dtype_bits,config.torch_dtype,"""bfloat16""",dtype label to bits,available,
openai/gpt-oss-120b,architecture_family,benchmark.architecture,"""MoE""",benchmark architecture taxonomy,available,
openai/gpt-oss-120b,total_params_billions,benchmark.total_params_billions,117.0,identity,available,
openai/gpt-oss-120b,activated_params_billions,benchmark.activated_params_billions,5.0,identity,available,
openai/gpt-oss-120b,weight_precision,benchmark.weight_precision,"""mxfp4""",identity,available,
